img,ism,fdr
shah_metacloak_diffpure,0.1089,0.7500
shah_metacloak_gn,0.6196,1.0000
shah_metacloak_gn_bf,0.6586,1.0000
shah_metacloak_pdmpure,0.5035,1.0000
shah_mist,0.6587,1.0000
shah_mist_adavoc,0.5656,1.0000
shah_mist_ape,0.5530,1.0000
shah_mist_bf,0.6448,1.0000
shah_mist_bf_gn,0.6237,1.0000
shah_mist_diffpure,0.1092,0.7500
shah_mist_gn,0.6518,1.0000
shah_mist_gn_bf,0.6424,1.0000
shah_mist_pdmpure,0.4524,1.0000
shah_glaze,0.6918,1.0000
shah_glaze_adavoc,0.5519,1.0000
shah_glaze_ape,0.6042,1.0000
shah_glaze_bf,0.6918,1.0000
shah_glaze_bf_gn,0.6748,1.0000
shah_glaze_diffpure,0.1189,0.7500
shah_glaze_gn,0.6756,1.0000
shah_glaze_gn_bf,0.6768,1.0000
shah_glaze_pdmpure,0.4841,1.0000
shirley,0.8682,0.7500
shirley_aspl,0.8598,0.7500
shirley_aspl_adavoc,0.6822,0.7500
shirley_aspl_ape,0.6832,0.7500
shirley_aspl_bf,0.8737,0.7500
shirley_aspl_bf_gn,0.8256,0.7500
shirley_aspl_diffpure,0.1493,0.7500
shirley_aspl_gn,0.8256,0.7500
shirley_aspl_gn_bf,0.8696,0.7500
shirley_aspl_pdmpure,0.6582,0.7500
shirley_metacloak,0.8101,0.7500
shirley_metacloak_adavoc,0.5974,0.7500
shirley_metacloak_ape,0.5396,0.7500
shirley_metacloak_bf,0.8196,0.7500
shirley_metacloak_bf_gn,0.7682,0.7500
shirley_metacloak_diffpure,0.1379,0.7500
shirley_metacloak_gn,0.7447,0.7500
shirley_metacloak_gn_bf,0.7908,0.7500
shirley_metacloak_pdmpure,0.6568,0.7500
shirley_mist,0.8212,0.7500
shirley_mist_adavoc,0.6117,0.7500
shirley_mist_ape,0.6014,0.7500
shirley_mist_bf,0.8267,0.7500
shirley_mist_bf_gn,0.7663,0.7500
shirley_mist_diffpure,0.1635,0.7500
shirley_mist_gn,0.7320,0.7500
shirley_mist_gn_bf,0.8064,0.7500
shirley_mist_pdmpure,0.6387,0.7500
shirley_glaze,0.8628,0.7500
shirley_glaze_adavoc,0.7220,0.7500
shirley_glaze_ape,0.7109,0.7500
shirley_glaze_bf,0.8665,0.7500
shirley_glaze_bf_gn,0.8347,0.7500
shirley_glaze_diffpure,0.1422,0.7500
shirley_glaze_gn,0.8304,0.7500
shirley_glaze_gn_bf,0.8694,0.7500
shirley_glaze_pdmpure,0.6498,0.7500
taylor,0.6341,1.0000
taylor_aspl,0.5946,1.0000
taylor_aspl_adavoc,0.4663,1.0000
taylor_aspl_ape,0.4568,1.0000
taylor_aspl_bf,0.5999,1.0000
taylor_aspl_bf_gn,0.5799,1.0000
taylor_aspl_diffpure,0.0401,0.7500
taylor_aspl_gn,0.5664,1.0000
taylor_aspl_gn_bf,0.5848,1.0000
taylor_aspl_pdmpure,0.4141,1.0000
taylor_metacloak,0.5102,1.0000
taylor_metacloak_adavoc,0.3994,1.0000
taylor_metacloak_ape,0.4279,1.0000
taylor_metacloak_bf,0.5286,1.0000
taylor_metacloak_bf_gn,0.4564,1.0000
taylor_metacloak_diffpure,0.0578,0.7500
taylor_metacloak_gn,0.4324,1.0000
taylor_metacloak_gn_bf,0.5018,1.0000
taylor_metacloak_pdmpure,0.3880,1.0000
taylor_mist,0.5312,1.0000
taylor_mist_adavoc,0.3560,1.0000
taylor_mist_ape,0.3384,1.0000
taylor_mist_bf,0.5259,1.0000
taylor_mist_bf_gn,0.4781,1.0000
taylor_mist_diffpure,0.0651,0.7500
taylor_mist_gn,0.4523,1.0000
taylor_mist_gn_bf,0.5100,1.0000
taylor_mist_pdmpure,0.3501,1.0000
taylor_glaze,0.6209,1.0000
taylor_glaze_adavoc,0.4622,1.0000
taylor_glaze_ape,0.5390,1.0000
taylor_glaze_bf,0.6383,1.0000
taylor_glaze_bf_gn,0.5784,1.0000
taylor_glaze_diffpure,0.0367,0.7500
taylor_glaze_gn,0.5876,1.0000
taylor_glaze_gn_bf,0.6168,1.0000
taylor_glaze_pdmpure,0.4117,1.0000
